Id;Name;City;Country;Code
2380;Pohang Airport (G-815/K-3);Pohang;South Korea;KPO
2381;Daegu Airport;Taegu;South Korea;TAE
2383;Yecheon Airbase;Yechon;South Korea;YEC
2384;Naha Airport;Okinawa;Japan;OKA
2385;Ie Shima Auxiliary Air Base;Iejima;Japan;\N
2386;Kadena Air Base;Kadena;Japan;DNA
2387;New Ishigaki Airport;Ishigaki;Japan;ISG
2388;Kumejima Airport;Kumejima;Japan;UEO
2389;Minami-Daito Airport;Minami Daito;Japan;MMD
2390;Miyako Airport;Miyako;Japan;MMY
2391;Kitadaito Airport;Kitadaito;Japan;KTD
2392;Shimojishima Airport;Shimojishima;Japan;SHI
2393;Tarama Airport;Tarama;Japan;TRA
2394;Yoron Airport;Yoron;Japan;RNJ
2395;Futenma Marine Corps Air Station;Futema;Japan;\N
2396;Yonaguni Airport;Yonaguni Jima;Japan;OGN
2397;Ninoy Aquino International Airport;Manila;Philippines;MNL
2399;Awang Airport;Cotabato;Philippines;CBO
2400;Cagayan De Oro Airport;Ladag;Philippines;\N
2401;Pagadian Airport;Pagadian;Philippines;PAG
2402;General Santos International Airport;Romblon;Philippines;GES
2404;Zamboanga International Airport;Zamboanga;Philippines;ZAM
2405;Loakan Airport;Baguio;Philippines;BAG
2406;Daet Airport;Daet;Philippines;DTE
2407;Basa Air Base;Floridablanca;Philippines;\N
2408;Lingayen Airport;Lingayen;Philippines;\N
2409;San Jose Airport;San Jose;Philippines;SJI
2410;Fernando Air Base;Lipa;Philippines;\N
2411;Mamburao Airport;Mamburao;Philippines;MBO
2414;Vigan Airport;Vigan;Philippines;\N
2415;Dr.Juan C. Angara Airport;Baler;Philippines;BQA
2421;Bagabag Airport;Bagabag;Philippines;\N
2422;Daniel Z. Romualdez Airport;Tacloban;Philippines;TAC
2423;Bacolod-Silay Airport;Bacolod;Philippines;BCD
2425;Sibulan Airport;Dumaguete;Philippines;DGT
2426;Godofredo P. Ramos Airport;Caticlan;Philippines;MPH
2428;Guiuan Airport;Guiuan;Philippines;\N
2429;Iloilo International Airport;Iloilo;Philippines;ILO
2430;Kalibo International Airport;Kalibo;Philippines;KLO
2433;Puerto Princesa Airport;Puerto Princesa;Philippines;PPS
2435;Evelio Javier Airport;San Jose;Philippines;EUQ
2436;Comodoro Pierrestegui Airport;Concordia;Argentina;COC
2437;Gualeguaychu Airport;Gualeguaychu;Argentina;GHU
2438;Junin Airport;Junin;Argentina;JNI
2439;General Urquiza Airport;Parana;Argentina;PRA
2440;Islas Malvinas Airport;Rosario;Argentina;ROS
2441;Sauce Viejo Airport;Santa Fe;Argentina;SFN
2442;Jorge Newbery Airpark;Buenos Aires;Argentina;AEP
2443;Ingeniero Ambrosio Taravella Airport;Cordoba;Argentina;COR
2444;Chamical Airport;Gobernador Gordillo;Argentina;\N
2445;San Fernando Airport;San Fernando;Argentina;FDO
2446;Mariano Moreno Airport;Jose C. Paz;Argentina;\N
2447;La Plata Airport;La Plata;Argentina;LPG
2448;Moron Airport;Moron;Argentina;\N
2449;El Palomar Airport;El Palomar;Argentina;EPA
2450;Chos Malal Airport;Chosmadal;Argentina;HOS
2451;Dr. Arturo H. Illia Airport;Fuerte Gral Roca;Argentina;GNR
2452;El Plumerillo Airport;Mendoza;Argentina;MDZ
2453;Comodoro D.R. Salomón Airport;Malargue;Argentina;LGS
2454;Suboficial Ay Santiago Germano Airport;San Rafael;Argentina;AFA
2455;Catamarca Airport;Catamarca;Argentina;CTC
2456;Vicecomodoro Angel D. La Paz Aragonés Airport;Santiago Del Estero;Argentina;SDE
2457;Tinogasta Airport;Tinogasta;Argentina;\N
2458;Capitan V A Almonacid Airport;La Rioja;Argentina;IRJ
2459;Chilecito Airport;Chilecito;Argentina;\N
2460;Teniente Benjamin Matienzo Airport;Tucuman;Argentina;TUC
2461;Domingo Faustino Sarmiento Airport;San Juan;Argentina;UAQ
2462;Area De Material Airport;Rio Cuarto;Argentina;RCU
2463;Villa Dolores Airport;Villa Dolores;Argentina;VDR
2464;La Quiaca Airport;Laboulaye;Argentina;\N
2465;Marcos Juarez Airport;Marcos Juarez;Argentina;\N
2466;Villa Reynolds Airport;Villa Reynolds;Argentina;VME
2467;Brigadier Mayor D Cesar Raul Ojeda Airport;San Luis;Argentina;LUQ
2468;Corrientes Airport;Corrientes;Argentina;CNQ
2469;Resistencia International Airport;Resistencia;Argentina;RES
2470;Formosa Airport;Formosa;Argentina;FMA
2471;Cataratas Del Iguazú International Airport;Iguazu Falls;Argentina;IGR
2472;Paso De Los Libres Airport;Paso De Los Libres;Argentina;AOL
2473;Monte Caseros Airport;Monte Caseros;Argentina;MCS
2474;Libertador Gral D Jose De San Martin Airport;Posadas;Argentina;PSS
2475;Termal Airport;Presidencia R.s.pena;Argentina;PRQ
2476;Martin Miguel De Guemes International Airport;Salta;Argentina;SLA
2477;Gobernador Horacio Guzman International Airport;Jujuy;Argentina;JUJ
2478;Orán Airport;Oran;Argentina;ORA
2479;Laboulaye Airport;La Quiaca;Argentina;\N
2481;El Dorado Airport;El Dorado;Argentina;ELO
2482;Goya Airport;Goya;Argentina;OYA
2483;Oberá Airport;Obera;Argentina;\N
2484;Reconquista Airport;Reconquista;Argentina;RCQ
2485;Curuzu Cuatia Airport;Curuzu Cuatia;Argentina;UZU
2486;El Bolson Airport;El Bolson;Argentina;EHL
2487;General E. Mosconi Airport;Comodoro Rivadavia;Argentina;CRD
2488;Brigadier Antonio Parodi Airport;Esquel;Argentina;EQS
2490;Almirante Marco Andres Zar Airport;Trelew;Argentina;REL
2491;Gobernador Castello Airport;Viedma;Argentina;VDM
2492;El Tehuelche Airport;Puerto Madryn;Argentina;PMY
2493;Marambio Base;Marambio Base;Antarctica;\N
2494;Puerto Deseado Airport;Puerto Deseado;Argentina;PUD
2495;Hermes Quijada International Airport;Rio Grande;Argentina;RGA
2496;Piloto Civil N. Fernández Airport;Rio Gallegos;Argentina;RGL
2497;Malvinas Argentinas Airport;Ushuaia;Argentina;USH
2498;Capitan D Daniel Vazquez Airport;San Julian;Argentina;ULA
2499;Perito Moreno Airport;Perito Moreno;Argentina;PMQ
2500;Santa Cruz Airport;Santa Cruz;Argentina;RZA
2501;Comandante Espora Airport;Bahia Blanca;Argentina;BHI
2502;Brigadier D.H.E. Ruiz Airport;Colonel Suarez;Argentina;CSZ
2503;Olavarria Airport;Olavarria;Argentina;OVR
2504;General Pico Airport;General Pico;Argentina;GPO
2505;Tres Arroyos Airport;Tres Arroyos;Argentina;OYO
2506;Bolivar Airport;Bolivar;Argentina;\N
2508;Ástor Piazzola International Airport;Mar Del Plata;Argentina;MDQ
2509;Presidente Peron Airport;Neuquen;Argentina;NQN
2511;Comodoro Pedro Zanni Airport;Pehuajo;Argentina;PEH
2512;Santa Rosa Airport;Santa Rosa;Argentina;RSA
2513;San Carlos De Bariloche Airport;San Carlos De Bariloche;Argentina;BRC
2514;Héroes De Malvinas Airport;Tandil;Argentina;TDL
2515;Villa Gesell Airport;Villa Gesell;Argentina;VLG
2516;Cutral-Co Airport;Cutralco;Argentina;CUT
2517;Aviador C. Campos Airport;San Martin Des Andes;Argentina;CPC
2518;Conceição do Araguaia Airport;Conceicao Do Araguaia;Brazil;CDJ
2519;Campo Délio Jardim de Mattos Airport;Rio De Janeiro;Brazil;\N
2520;Amapá Airport;Amapa;Brazil;\N
2521;Araraquara Airport;Araracuara;Brazil;AQA
2522;Santa Maria Airport;Aracaju;Brazil;AJU
2524;Piloto Osvaldo Marques Dias Airport;Alta Floresta;Brazil;AFL
2525;Araçatuba Airport;Aracatuba;Brazil;ARU
2526;Val de Cans/Júlio Cezar Ribeiro International Airport;Belem;Brazil;BEL
2527;Comandante Gustavo Kraemer Airport;Bage;Brazil;BGX
2528;Pampulha - Carlos Drummond de Andrade Airport;Belo Horizonte;Brazil;PLU
2529;Bacacheri Airport;Curitiba;Brazil;BFH
2530;Major Brigadeiro Doorgal Borges Airport;Barbacena;Brazil;\N
2531;Presidente Juscelino Kubistschek International Airport;Brasilia;Brazil;BSB
2532;Bauru Airport;Bauru;Brazil;BAU
2533;Atlas Brasil Cantanhede Airport;Boa Vista;Brazil;BVB
2534;Barra do Garças Airport;Barra Do Garcas;Brazil;BPG
2535;Cascavel Airport;Cascavel;Brazil;CAC
2536;Cachimbo Airport;Itaituba;Brazil;\N
2537;Tancredo Neves International Airport;Belo Horizonte;Brazil;CNF
2538;Campo Grande Airport;Campo Grande;Brazil;CGR
2539;Serafin Enoss Bertaso Airport;Chapeco;Brazil;XAP
2540;Brig. Lysias Augusto Rodrigues Airport;Carolina;Brazil;CLN
2541;Diomício Freitas Airport;Criciuma;Brazil;CCM
2542;Canoas Air Force Base;Porto Alegre;Brazil;\N
2543;Bartolomeu Lisandro Airport;Campos;Brazil;CAW
2544;Corumbá International Airport;Corumba;Brazil;CMG
2545;Afonso Pena Airport;Curitiba;Brazil;CWB
2546;Caravelas Airport;Caravelas;Brazil;CRQ
2547;Hugo Cantergiani Regional Airport;Caxias Do Sul;Brazil;CXJ
2548;Marechal Rondon Airport;Cuiaba;Brazil;CGB
2549;Cruzeiro do Sul Airport;Cruzeiro do Sul;Brazil;CZS
2550;Presidente Prudente Airport;President Prudente;Brazil;PPB
2551;Eduardo Gomes International Airport;Manaus;Brazil;MAO
2552;Jacareacanga Airport;Jacare-acanga;Brazil;JCR
2553;São Pedro da Aldeia Airport;Sao Pedro Da Aldeia;Brazil;\N
2554;Cataratas International Airport;Foz Do Iguacu;Brazil;IGU
2555;Hercílio Luz International Airport;Florianopolis;Brazil;FLN
2556;Fernando de Noronha Airport;Fernando Do Noronha;Brazil;FEN
2558;Furnas Airport;Alpinopolis;Brazil;\N
2559;Pinto Martins International Airport;Fortaleza;Brazil;FOR
2560;Rio Galeão – Tom Jobim International Airport;Rio De Janeiro;Brazil;GIG
2561;Guajará-Mirim Airport;Guajara-mirim;Brazil;GJM
2562;Santa Genoveva Airport;Goiania;Brazil;GYN
2563;EMBRAER - Unidade Gavião Peixoto Airport;Macae;Brazil;\N
2564;Guarulhos - Governador André Franco Montoro International Airport;Sao Paulo;Brazil;GRU
2565;Guaratinguetá Airport;Guaratingueta;Brazil;GUJ
2566;Altamira Airport;Altamira;Brazil;ATM
2567;Itacoatiara Airport;Itaituba;Brazil;ITA
2568;Itaituba Airport;Itaituba;Brazil;ITB
2569;Bahia - Jorge Amado Airport;Ilheus;Brazil;IOS
2570;Usiminas Airport;Ipatinga;Brazil;IPN
2571;Francisco Vilela do Amaral Airport;Itumbiara;Brazil;ITR
2572;Prefeito Renato Moreira Airport;Imperatriz;Brazil;IMP
2573;Belém/Brigadeiro Protásio de Oliveira Airport;Belem;Brazil;\N
2574;Francisco de Assis Airport;Juiz De Fora;Brazil;JDF
2575;Presidente Castro Pinto International Airport;Joao Pessoa;Brazil;JPA
2576;Lauro Carneiro de Loyola Airport;Joinville;Brazil;JOI
2577;Presidente João Suassuna Airport;Campina Grande;Brazil;CPV
2578;Viracopos International Airport;Campinas;Brazil;VCP
2579;Lages Airport;Lajes;Brazil;LAJ
2580;Lins Airport;Lins;Brazil;LIP
2581;Governador José Richa Airport;Londrina;Brazil;LDB
2582;Bom Jesus da Lapa Airport;Bom Jesus Da Lapa;Brazil;LAZ
2583;Lagoa Santa Airport;Lagoa Santa;Brazil;\N
2584;João Correa da Rocha Airport;Maraba;Brazil;MAB
2585;Monte Dourado Airport;Almeirim;Brazil;MEU
2586;Regional de Maringá - Sílvio Nane Junior Airport;Maringa;Brazil;MGF
2587;Mário Ribeiro Airport;Montes Claros;Brazil;MOC
2589;Ponta Pelada Airport;Manaus;Brazil;PLL
2590;Zumbi dos Palmares Airport;Maceio;Brazil;MCZ
2591;Alberto Alcolumbre Airport;Macapa;Brazil;MCP
2592;Dix-Sept Rosado Airport;Mocord;Brazil;MVF
2593;Campo de Marte Airport;Sao Paulo;Brazil;\N
2594;Manicoré Airport;Manicore;Brazil;MNX
2595;Ministro Victor Konder International Airport;Navegantes;Brazil;NVT
2596;Santo Ângelo Airport;Santo Angelo;Brazil;GEL
2597;Governador Aluízio Alves International Airport;Natal;Brazil;NAT
2598;Oiapoque Airport;Oioiapoque;Brazil;OYK
2599;Salgado Filho Airport;Porto Alegre;Brazil;POA
2600;Prefeito Doutor João Silva Filho Airport;Parnaiba;Brazil;PHB
2601;Poços de Caldas - Embaixador Walther Moreira Salles Airport;Pocos De Caldas;Brazil;POO
2602;Lauro Kurtz Airport;Passo Fundo;Brazil;PFB
2603;João Simões Lopes Neto International Airport;Pelotas;Brazil;PET
2604;Senador Nilo Coelho Airport;Petrolina;Brazil;PNZ
2605;Porto Nacional Airport;Porto Nacional;Brazil;PNB
2606;Ponta Porã Airport;Ponta Pora;Brazil;PMG
2607;Governador Jorge Teixeira de Oliveira Airport;Porto Velho;Brazil;PVH
2609;Plácido de Castro Airport;Rio Branco;Brazil;RBR
2610;Guararapes - Gilberto Freyre International Airport;Recife;Brazil;REC
2612;Santos Dumont Airport;Rio De Janeiro;Brazil;SDU
2613;Leite Lopes Airport;Ribeirao Preto;Brazil;RAO
2614;Santa Cruz Air Force Base;Rio De Janeiro;Brazil;SNZ
2615;Professor Urbano Ernesto Stumpf Airport;Sao Jose Dos Campos;Brazil;SJK
2616;Marechal Cunha Machado International Airport;Sao Luis;Brazil;SLZ
2618;Congonhas Airport;Sao Paulo;Brazil;CGH
2619;Prof. Eribelto Manoel Reino State Airport;Sao Jose Do Rio Preto;Brazil;SJP
2620;Base Aérea de Santos Airport;Santos;Brazil;SSZ
2621;Deputado Luiz Eduardo Magalhães International Airport;Salvador;Brazil;SSA
2622;Trombetas Airport;Oriximina;Brazil;TMT
2623;Senador Petrônio Portela Airport;Teresina;Brazil;THE
2624;Tefé Airport;Tefe;Brazil;TFF
2625;Tarauacá Airport;Tarauaca;Brazil;TRQ
2626;Telêmaco Borba Airport;Telemaco Borba;Brazil;TEC
2627;Tiriós Airport;Obidos Tirios;Brazil;\N
2628;Tabatinga Airport;Tabatinga;Brazil;TBT
2629;Tucuruí Airport;Tucurui;Brazil;TUR
2630;São Gabriel da Cachoeira Airport;Sao Gabriel;Brazil;SJL
2631;Paulo Afonso Airport;Paulo Alfonso;Brazil;PAV
2632;Rubem Berta Airport;Uruguaiana;Brazil;URG
2633;Ten. Cel. Aviador César Bombonato Airport;Uberlandia;Brazil;UDI
2635;Mário de Almeida Franco Airport;Uberaba;Brazil;UBA
2636;Major Brigadeiro Trompowsky Airport;Varginha;Brazil;VAG
2637;Brigadeiro Camarão Airport;Vilhena;Brazil;BVH
2638;Eurico de Aguiar Salles Airport;Vitoria;Brazil;VIX
2639;Iauaretê Airport;Iauarete;Brazil;\N
2640;Campo Fontenelle Airport;Piracununga;Brazil;QPS
2641;Chacalluta Airport;Arica;Chile;ARI
2642;Balmaceda Airport;Balmaceda;Chile;BBA
2643;El Bosque Airport;Santiago;Chile;\N
2644;Chile Chico Airport;Chile Chico;Chile;CCH
2645;El Loa Airport;Calama;Chile;CJC
2646;Gral. Bernardo O´Higgins Airport;Chillan;Chile;YAI
2647;Pdte. Carlos Ibañez del Campo Airport;Punta Arenas;Chile;PUQ
2648;Teniente Vidal Airport;Coyhaique;Chile;GXQ
2649;Diego Aracena Airport;Iquique;Chile;IQQ
2650;Comodoro Arturo Merino Benítez International Airport;Santiago;Chile;SCL
2651;Andrés Sabella Gálvez International Airport;Antofagasta;Chile;ANF
2652;Capitan Fuentes Martinez Airport Airport;Porvenir;Chile;WPR
2653;Futaleufú Airport;Futaleufu;Chile;FFU
2654;María Dolores Airport;Los Angeles;Chile;LSQ
2655;Guardiamarina Zañartu Airport;Puerto Williams;Chile;WPU
2656;Carriel Sur Airport;Concepcion;Chile;CCP
2657;Mataveri Airport;Easter Island;Chile;IPC
2658;Cañal Bajo Carlos - Hott Siebert Airport;Osorno;Chile;ZOS
2659;Vallenar Airport;Vallenar;Chile;VLR
2660;De La Independencia Airport;Rancagua;Chile;QRC
2661;Teniente Rodolfo Marsh Martin Base;Isla Rey Jorge;Antarctica;TNM
2662;La Florida Airport;La Serena;Chile;LSC
2663;Eulogio Sánchez Airport;Santiago;Chile;\N
2664;Maquehue Airport;Temuco;Chile;PZS
2665;El Tepual Airport;Puerto Montt;Chile;PMC
2666;Chaitén Airport;Chaiten;Chile;WCH
2667;Pichoy Airport;Valdivia;Chile;ZAL
2668;Chachoán Airport;Ambato;Ecuador;ATF
2669;Hacienda Clementina Airport;Clementia;Ecuador;\N
2670;Francisco De Orellana Airport;Coca;Ecuador;OCC
2671;Mariscal Lamar Airport;Cuenca;Ecuador;CUE
2672;Seymour Airport;Galapagos;Ecuador;GPS
2673;José Joaquín de Olmedo International Airport;Guayaquil;Ecuador;GYE
2674;Gualaquiza Airport;Gualaquiza;Ecuador;\N
2675;Atahualpa Airport;Ibarra;Ecuador;\N
2676;Km 192 Airport;Km-192;Ecuador;\N
2677;Hacienda La Julia Airport;La Julia;Ecuador;\N
2678;Cotopaxi International Airport;Latacunga;Ecuador;LTX
2679;Jose Maria Velasco Ibarra Airport;Macara;Ecuador;MRR
2680;Coronel E Carvajal Airport;Macas;Ecuador;XMS
2681;General Manuel Serrano Airport;Machala;Ecuador;MCH
2682;El Carmen Airport;Montalvo;Ecuador;\N
2683;Eloy Alfaro International Airport;Manta;Ecuador;MEC
2684;Maragrosa Airport;Maragrosa;Ecuador;\N
2685;Amable Calle Gutierrez Airport;Pasaje;Ecuador;\N
2686;Reales Tamarindos Airport;Portoviejo;Ecuador;PVO
2687;Quevedo Airport;Quevedo;Ecuador;\N
2688;Mariscal Sucre International Airport;Quito;Ecuador;UIO
2689;Chimborazo Airport;Riobamba;Ecuador;\N
2690;Santa Rosa International Airport;Santa Rosa;Ecuador;ETR
2691;General Ulpiano Paez Airport;Salinas;Ecuador;SNC
2692;Santo Domingo de Los Colorados Airport;Santo Domingo;Ecuador;\N
2694;Taura Airport;Taura;Ecuador;\N
2695;Mayor Galo Torres Airport;Tena;Ecuador;\N
2696;Tarapoa Airport;Tarapoa;Ecuador;TPC
2697;Teniente Coronel Luis a Mantilla Airport;Tulcan;Ecuador;TUA
2699;Silvio Pettirossi International Airport;Asuncion;Paraguay;ASU
2700;Juan De Ayolas Airport;Ayolas;Paraguay;AYO
2701;Teniente Col Carmelo Peralta Airport;Conception;Paraguay;CIO
2702;Itaipú Airport;Itaipu;Paraguay;\N
2703;Dr. Luis Maria Argaña International Airport;Mariscal Estigarribia;Paraguay;ESG
2704;Carlos Miguel Gimenez Airport;Pilar;Paraguay;PIL
2705;El Eden Airport;Armenia;Colombia;AXM
2706;Tres De Mayo Airport;Puerto Asis;Colombia;PUU
2707;Las Flores Airport;El Banco;Colombia;ELB
2708;Palonegro Airport;Bucaramanga;Colombia;BGA
2709;El Dorado International Airport;Bogota;Colombia;BOG
2710;Ernesto Cortissoz International Airport;Barranquilla;Colombia;BAQ
2711;José Celestino Mutis Airport;Bahia Solano;Colombia;BSC
2712;Gerardo Tobar López Airport;Buenaventura;Colombia;BUN
2713;Camilo Daza International Airport;Cucuta;Colombia;CUC
2714;Rafael Nuñez International Airport;Cartagena;Colombia;CTG
2715;Alfonso Bonilla Aragon International Airport;Cali;Colombia;CLO
2716;La Florida Airport;Tumaco;Colombia;TCO
2717;Las Brujas Airport;Corozal;Colombia;CZU
2718;Yariguíes Airport;Barrancabermeja;Colombia;EJA
2719;Gustavo Artunduaga Paredes Airport;Florencia;Colombia;FLA
2720;Santiago Vila Airport;Girardot;Colombia;GIR
2722;Juan Casiano Airport;Guapi;Colombia;GPI
2723;Guaymaral Airport;Guaymaral;Colombia;\N
2724;Perales Airport;Ibague;Colombia;IBE
2725;San Luis Airport;Ipiales;Colombia;IPI
2726;Antonio Roldan Betancourt Airport;Carepa;Colombia;APO
2727;Jorge Isaac Airport;La Mina;Colombia;MCJ
2728;Alfredo Vásquez Cobo International Airport;Leticia;Colombia;LET
2729;Enrique Olaya Herrera Airport;Medellin;Colombia;EOH
2730;Baracoa Airport;Magangue;Colombia;MGN
2731;Los Garzones Airport;Monteria;Colombia;MTR
2732;Fabio Alberto Leon Bentley Airport;Mitu;Colombia;MVP
2733;La Nubia Airport;Manizales;Colombia;MZL
2734;Benito Salas Airport;Neiva;Colombia;NVA
2735;Aguas Claras Airport;Ocana;Colombia;OCV
2736;Otu Airport;Otu;Colombia;OTU
2737;Puerto Bolívar Airport;Puerto Bolivar;Colombia;\N
2738;German Olano Airport;Puerto Carreno;Colombia;PCR
2739;Matecaña International Airport;Pereira;Colombia;PEI
2740;Pitalito Airport;Pitalito;Colombia;PTX
2741;Guillermo León Valencia Airport;Popayan;Colombia;PPN
2742;Antonio Narino Airport;Pasto;Colombia;PSO
2743;El Embrujo Airport;Providencia;Colombia;PVA
2744;Mariquita Airport;Mariquita;Colombia;MQU
2745;Jose Maria Córdova International Airport;Rio Negro;Colombia;MDE
2746;Almirante Padilla Airport;Rio Hacha;Colombia;RCH
2747;Jorge E. Gonzalez Torres Airport;San Jose Del Guaviare;Colombia;SJE
2748;Simón Bolívar International Airport;Santa Marta;Colombia;SMR
2749;Gustavo Rojas Pinilla International Airport;San Andres Island;Colombia;ADZ
2750;Eduardo Falla Solano Airport;San Vincente De Caguan;Colombia;SVI
2751;Gustavo Vargas Airport;Tame;Colombia;TME
2752;Santiago Perez Airport;Arauca;Colombia;AUC
2753;El Caraño Airport;Quibdo;Colombia;UIB
2754;Heriberto Gíl Martínez Airport;Tulua;Colombia;ULQ
2755;Alfonso López Pumarejo Airport;Valledupar;Colombia;VUP
2756;Vanguardia Airport;Villavicencio;Colombia;VVC
2758;Bermejo Airport;Bermejo;Bolivia;BJO
2759;Jorge Wilsterman International Airport;Cochabamba;Bolivia;CBB
2760;Chimore Airport;Chapacura;Bolivia;CCA
2761;Capitán Aníbal Arab Airport;Cobija;Bolivia;CIJ
2762;El Alto International Airport;La Paz;Bolivia;LPB
2763;Juan Mendoza Airport;Oruro;Bolivia;ORU
2764;Capitan Nicolas Rojas Airport;Potosi;Bolivia;POI
2765;Capitán Av. Salvador Ogaya G. airport;Puerto Suarez;Bolivia;PSZ
2766;Santa Ana Del Yacuma Airport;Santa Ana;Bolivia;SBL
2767;Juana Azurduy De Padilla Airport;Sucre;Bolivia;SRE
2768;Capitan Oriel Lea Plaza Airport;Tarija;Bolivia;TJA
2769;Teniente Av. Jorge Henrich Arauz Airport;Trinidad;Bolivia;TDD
2770;Teniente Coronel Rafael Pabón Airport;Villa Montes;Bolivia;VLM
2771;Viru Viru International Airport;Santa Cruz;Bolivia;VVI
2772;Yacuiba Airport;Yacuiba;Bolivia;BYC
2773;Johan Adolf Pengel International Airport;Zandery;Suriname;PBM
2774;Cayenne-Rochambeau Airport;Cayenne;French Guiana;CAY
2775;Saint-Georges-de-l'Oyapock Airport;St.-georges Oyapock;French Guiana;OYP
2776;Huancabamba Airport;Huancabamba;Peru;\N
2777;Alferez FAP Alfredo Vladimir Sara Bauer Airport;Andoas;Peru;AOP
2778;Teniente General Gerardo Pérez Pinedo Airport;Atalaya;Peru;\N
2780;Iberia Airport;Iberia;Peru;IBP
2781;Cap FAP David Abenzur Rengifo International Airport;Pucallpa;Peru;PCL
2782;Teniente FAP Jaime A De Montreuil Morales Airport;Chimbote;Peru;CHM
2783;Puerto Esperanza Airport;Puerto Esperanza;Peru;\N
2784;Cesar Torke Podesta Airport;Moquegua;Peru;\N
2785;Capitan FAP Jose A Quinones Gonzales International Airport;Chiclayo;Peru;CIX
2786;Coronel FAP Alfredo Mendivil Duarte Airport;Ayacucho;Peru;AYP
2787;Andahuaylas Airport;Andahuaylas;Peru;ANS
2788;Comandante FAP German Arias Graziani Airport;Anta;Peru;ATA
2789;Jorge Chávez International Airport;Lima;Peru;LIM
2790;Juanjui Airport;Juanjui;Peru;JJI
2791;Francisco Carle Airport;Jauja;Peru;JAU
2792;Inca Manco Capac International Airport;Juliaca;Peru;JUL
2794;Ilo Airport;Ilo;Peru;ILQ
2795;Las Palmas Air Base;Las Palmas;Peru;\N
2796;Capitan FAP Pedro Canga Rodriguez Airport;Tumbes;Peru;TBP
2797;Moises Benzaquen Rengifo Airport;Yurimaguas;Peru;YMS
2799;Collique Airport;Collique;Peru;\N
2800;Chachapoyas Airport;Chachapoyas;Peru;CHH
2801;Coronel FAP Francisco Secada Vignetta International Airport;Iquitos;Peru;IQT
2802;Rodríguez Ballón International Airport;Arequipa;Peru;AQP
2803;Capitán FAP Leonardo Alvariño Herr Airport;San Ramon;Peru;\N
2804;Capitan FAP Carlos Martinez De Pinillos International Airport;Trujillo;Peru;TRU
2805;Capitán FAP Renán Elías Olivera International Airport;Pisco;Peru;PIO
2806;Cadete FAP Guillermo Del Castillo Paredes Airport;Tarapoto;Peru;TPP
2807;Coronel FAP Carlos Ciriani Santa Rosa International Airport;Tacna;Peru;TCQ
2808;Padre Aldamiz International Airport;Puerto Maldonado;Peru;PEM
2809;Capitán FAP Guillermo Concha Iberico International Airport;Piura;Peru;PIU
2810;Capitan Montes Airport;Talara;Peru;TYL
2812;Alejandro Velasco Astete International Airport;Cuzco;Peru;CUZ
